farm_id,animal_type,temperature,humidity,feed_intake,water_intake,movement_level,milk_output,heart_rate,body_temperature,vaccination_gap_days,waste_output,cough_frequency,nearby_outbreak_score,region,timestamp
21,buffalo,27.220509110316662,55.995055938541675,50.21888821164835,74.88227668486927,7.656864182011624,13.787179986001473,80.0385993417249,39.46883758180413,164,12.858765824930895,1,9.326802124287603e-05,South,2025-01-01 20:00:00
22,cow,25.258563517546996,77.98151172016748,53.169520069841155,86.49376696491504,91.99013664369214,22.641349694575528,75.85195929970787,38.09141989845221,252,19.278929754554312,2,0.8458191807713562,South,2025-01-01 21:00:00
23,buffalo,28.80009112926394,74.3684792330468,58.10027238506116,36.27255198250517,53.04106879754033,18.38627723638329,83.17686313054554,39.081647872324965,304,15.634555375135797,9,0.2235827077366127,South,2025-01-01 22:00:00
24,poultry,30.508913680837725,55.57909763944208,42.75138916199948,53.12355509465456,39.67419712627397,23.53448145459256,72.66208632400283,38.139093091138086,80,14.738078027947015,0,0.9659066142192645,West,2025-01-01 23:00:00
25,poultry,33.5869940795123,50.02225245453779,50.54051662846001,61.28888364165324,53.50292127687839,26.33636823159191,79.73215209007589,38.81372276014858,183,10.473439365538894,0,0.905431307896105,East,2025-01-02 00:00:00
26,buffalo,35.24249614946463,48.988127043689914,51.255485866511485,69.94778727140198,62.829322848155265,18.06881455644316,86.021953187712,38.04273688396739,289,16.620925544376448,0,0.19065904904679398,East,2025-01-02 01:00:00
27,buffalo,26.20115677105457,76.43970523764054,40.439414483166054,67.82449462707366,92.18787933693491,25.59456135853587,68.48823706108224,38.4067762070692,248,14.880492419612954,0,0.6363354239632278,North,2025-01-02 02:00:00
28,buffalo,21.36976156958981,33.12434437327619,73.17636788673879,68.17466971469096,17.869295228631334,31.106016971359804,77.4224423248965,37.53888682366913,214,15.513569716047916,0,0.29635130601008586,North,2025-01-02 03:00:00
29,poultry,25.93267419438362,30.76929897063635,35.92706556507598,76.12144087854917,29.55524986352176,20.331373686721175,56.12137762777652,38.78865859925695,157,18.950737816049646,1,0.10298413535770745,East,2025-01-02 04:00:00
30,poultry,29.30140253291443,77.73266351559889,37.01896096312842,56.450603338313364,97.57893363441147,23.924443437470927,82.02503019063357,37.589737979690135,178,17.609008289415883,0,0.8740023281042776,East,2025-01-02 05:00:00
31,cow,23.181205368946944,58.62878255934296,63.14226575703579,84.01212163350542,37.11929866485244,17.047796148983625,94.5466254346249,37.940703367080786,19,18.344376584881402,2,0.18082647221348858,East,2025-01-02 06:00:00
32,cow,23.214245425524787,37.85286831321456,57.13266250796542,76.50178662549222,2.2561650757327634,20.09629654515606,62.55563952251305,39.23030028093799,146,7.764607472869619,0,0.4209675604129782,West,2025-01-02 07:00:00
33,poultry,29.718939407749428,44.13395607567008,39.74035182519222,65.20251603807881,14.764349263715882,19.116624536458787,74.08618739572057,39.20819099019167,67,14.372703356760578,4,0.9241891260190152,East,2025-01-02 08:00:00
34,buffalo,27.756738242147744,85.95023718584295,56.07289015101693,94.01361987833373,2.633870174855202,23.98467962829298,83.80481300914113,38.7245878537279,76,10.22404013620821,0,0.07535434139725428,North,2025-01-02 09:00:00
35,buffalo,28.163984977057932,81.57017853749389,64.6785044499731,93.3462405335765,98.99231424207284,26.02337967878463,75.3141747346655,38.66539814904114,101,16.416289641308595,0,0.5505844957273184,West,2025-01-02 10:00:00
36,cow,24.207523326499654,72.58710301343835,49.69736942403014,83.99343032790713,27.887084899122307,19.451725754412703,76.65099551493226,38.181424211707444,139,9.353696876764465,0,0.5721443723206534,East,2025-01-02 11:00:00
37,poultry,26.847996428971165,58.9335138202396,75.98822900074582,24.72164844148311,92.3542756936226,27.668114228664617,71.09000558476362,38.03625780175468,72,18.160385812077205,1,0.7630667106774776,North,2025-01-02 12:00:00
38,cow,23.378834278658477,61.21941757148314,32.75938189131965,93.68417639076964,99.58862757597157,27.650237207808146,70.71847746912086,39.63570450523995,206,19.709601090875694,8,0.8271308697588567,West,2025-01-02 13:00:00
39,cow,32.450992055623935,88.51467211703752,56.93823453859102,81.921377837079,59.984122114311425,24.234268715899503,74.13305846414622,37.59180749532261,212,14.448206132772137,0,0.42414379476053965,East,2025-01-02 14:00:00
40,goat,33.17624667361876,87.94622663305722,61.66528336221003,100.09612956569404,3.3196315065561754,17.41986734139136,75.41671422139356,38.651469132972196,78,16.026842776775425,0,0.7436830406979402,East,2025-01-02 15:00:00
41,goat,18.76906068880953,42.916142747150055,58.913439016052465,88.56196887600308,8.159163038692697,16.940855916300485,63.185587384226906,38.52929867488505,112,19.656043669497876,0,0.910439317147759,East,2025-01-02 16:00:00
42,goat,23.35244569903795,78.66627397831908,47.95644273354352,93.67514016245929,48.158905510787775,15.938093226549807,74.33978014053972,40.78199588793953,252,21.26547046484834,9,0.8862661990558598,West,2025-01-02 17:00:00
43,buffalo,20.517353724549604,41.834559970021004,47.09558517988851,83.17982275270569,40.6172012911486,24.745830351190804,90.68533938709326,39.44120915130481,132,20.058929674607413,0,0.5018190686158982,North,2025-01-02 18:00:00
44,poultry,24.74988032796551,42.81224867303708,54.44145171087257,90.23039797968268,60.61773057817676,13.941158962553178,70.80866206411095,38.864148226172226,196,16.616474835498437,0,0.6070295495132686,North,2025-01-02 19:00:00
45,poultry,27.582810151048196,70.5655820498746,58.157544866520695,99.91185611101659,43.884780971136394,23.384188270555036,62.62745017125372,38.91510508240531,24,19.841836067123847,1,0.6728088619146614,South,2025-01-02 20:00:00
46,poultry,20.75177390150735,54.3000659152529,56.02473436282364,73.24832107567309,93.40768492714844,14.594453260879435,73.48583932013574,38.2075960443765,100,12.103265816874282,0,0.8191087999164086,East,2025-01-02 21:00:00
47,poultry,23.390700934373434,85.8926644263912,60.40057890793389,46.41654183882805,53.473971541351105,24.117730599209867,67.85387187875703,38.499201953184205,244,12.947211367173203,1,0.5077330898382673,South,2025-01-02 22:00:00
48,goat,22.980213139592507,35.340584093760526,39.81130042933265,65.38808649977287,69.37260614624422,20.086097913652804,61.616581746780604,38.87642360211245,30,17.807136819615,4,0.11190001929607007,South,2025-01-02 23:00:00
49,buffalo,29.03633664699472,60.69153844856958,47.72229020876365,75.84918399075156,89.64852726424965,26.668192809299136,76.3916846173262,38.59166942026014,289,15.081974807214895,2,0.3853017371169367,North,2025-01-03 00:00:00
50,buffalo,28.34672168518125,85.11129182658728,40.59984067876246,71.12331376557337,14.687187583320737,25.707272891606355,67.89717962848923,39.46114047086192,255,17.024583501955064,1,0.7202020794212429,West,2025-01-03 01:00:00
51,goat,24.391312233313734,84.24681962877031,46.138872239138585,51.3015705076086,22.973465411852857,27.17532706001056,68.75285833146725,38.37772745834995,205,17.746835624592485,1,0.6237989451838885,West,2025-01-03 02:00:00
52,buffalo,28.88410436069699,39.391752804944474,60.15220891814305,45.53398562207532,10.731866047401507,27.304093591445564,76.53427380385389,38.19726368065833,67,17.792884855620073,0,0.7534918014842419,North,2025-01-03 03:00:00
53,goat,25.266599577063673,51.99826200578739,51.07983920725229,58.88255997047756,13.963839922991228,20.718154169940988,59.66825404637665,38.88055172588285,214,9.44508458356559,0,0.49995373832233214,West,2025-01-03 04:00:00
54,poultry,26.641724448369732,67.14728400280177,76.0685916314977,82.11609333976227,51.258396693423315,14.206034667876978,57.58430349748875,37.741211636628094,121,17.043924377429928,0,0.1744047725452007,South,2025-01-03 05:00:00
55,goat,36.36726045149268,39.56369308628413,51.93406367189717,93.70509656234454,32.1179258967464,14.737384725013108,81.70872194501932,39.05457815938487,45,13.104881582754619,3,0.11520753860718236,East,2025-01-03 06:00:00
56,poultry,34.70230525895174,88.08133032274432,50.596918805797365,83.74851420666552,42.31728395267549,9.565757353420313,55.691663992759175,37.71957291964481,68,15.766557919679242,0,0.481261939013507,North,2025-01-03 07:00:00
57,poultry,21.502093815362013,84.88495972365962,51.061829194402165,85.86140930671205,98.24898317940618,14.581670832859533,65.23322304692645,38.88315079963513,26,13.665408460612543,0,0.20572483621538395,East,2025-01-03 08:00:00
58,cow,32.14866208939587,40.01701074206815,43.62191307140064,68.78776640254664,15.67043477959481,20.344118288523244,57.001604646115624,38.111035867496405,170,13.731949176163496,1,0.9822668880537593,West,2025-01-03 09:00:00
59,goat,32.05698277245796,37.26932767565913,49.421633876224064,43.86876313441054,54.081207079807555,17.20172909587419,70.13863533151168,38.78595048819004,244,13.139498996858249,2,0.19875297193933972,East,2025-01-03 10:00:00
60,cow,22.25868355623691,35.12450896849592,61.27788027111646,63.17169128675942,9.887115505365095,19.099321977950744,79.28058747651166,39.04440576763661,300,17.27809629883063,3,0.5667842946896596,West,2025-01-03 11:00:00
61,goat,32.0938882187743,84.56661984219787,51.13970668127772,66.11853382191431,31.84963132638786,22.463577097307006,76.12337948732376,38.59205271730235,273,14.496057311233901,2,0.0017679341907893553,West,2025-01-03 12:00:00
62,goat,35.68965959206277,41.617428587727645,42.06540270116528,62.544212697464765,52.75259236745986,18.47967370967121,98.91873389457284,37.78022742901559,287,14.252864957909084,1,0.25364508219896165,South,2025-01-03 13:00:00
63,cow,22.38727596877793,54.97709571266128,40.749153795213644,70.8204229806194,94.66317459653378,14.390855997937079,85.86915617789,37.96193485329571,248,14.00329381435274,2,0.2591384872191127,West,2025-01-03 14:00:00
64,cow,23.412485894928682,56.931081939120176,45.497981083341564,76.62129639839426,39.122822128348304,19.73383166218284,65.68842149843398,38.06280451537973,1,16.762076292472017,0,0.7379874356160046,South,2025-01-03 15:00:00
65,goat,33.08830733421751,65.94066265281405,50.7386343441088,82.79522782365247,6.490669621466982,15.507547566135775,63.0294499517359,37.362995863841334,19,12.436225139723852,1,0.4956261385444596,South,2025-01-03 16:00:00
66,buffalo,29.35747655412824,34.304120624845496,61.93586535476262,65.82820203450498,38.81614479603169,18.646067515104683,102.06687940975502,39.17648671523916,293,19.76909759236016,0,0.012091851010781696,South,2025-01-03 17:00:00
67,poultry,30.757381376197618,43.60551704403096,36.59511358633563,41.4436089153311,14.574117587397772,26.713884822115016,85.62572005733362,38.5660645514538,256,13.034761944337443,1,0.37917093885588093,North,2025-01-03 18:00:00
68,cow,29.702946082002484,85.88942321513557,46.80173722111244,62.756834210632974,22.998961329144528,18.647473479519128,80.89369607269572,37.8186891728866,248,13.686641814068523,1,0.6447810970720964,North,2025-01-03 19:00:00
69,poultry,29.95347960464072,84.50460643611417,51.44310019435079,70.65565595487976,61.809062316499045,28.854787766738724,75.74851812215618,40.90599488202518,152,15.06355690457603,8,0.6367069548707419,West,2025-01-03 20:00:00
70,buffalo,21.367639358444585,76.87743884434153,31.662942323705654,88.34211883200112,6.742386620368168,27.158179934689848,77.73521567475017,38.079203139917105,136,16.421277342074635,2,0.05388871421255548,South,2025-01-03 21:00:00
71,buffalo,33.23658853310724,31.164074737092925,41.66401717033594,61.48288236723842,46.472375625003735,17.103473457104784,60.17926724517574,38.65034349344492,221,14.448967729003328,2,0.9289129323735198,North,2025-01-03 22:00:00
72,buffalo,33.84794996213887,49.62040610976612,43.201114602638135,77.68815442599103,60.94615860107644,14.444381167921122,76.57039170196768,38.00483767288228,210,14.295178347820778,0,0.24699106874736443,South,2025-01-03 23:00:00
73,cow,26.85304627965986,67.67752412057447,42.040296261495016,74.35131849453148,42.185839236749686,19.737229190399034,75.71231397459015,37.28904390800258,188,18.24706884982845,2,0.8915261141048323,East,2025-01-04 00:00:00
74,buffalo,27.78261525093069,46.51141270640854,51.918895450216475,70.65850799685083,1.912635062373036,25.766638816984447,65.9586115689852,37.68133566468924,231,8.185212079160753,1,0.213414445927673,East,2025-01-04 01:00:00
75,cow,20.34446248722139,84.57520170322664,48.39440390498203,83.95799978986886,98.55193569028654,17.54904546885656,69.61473546431522,38.23090574148014,135,13.271011728579811,0,0.5678502842670208,East,2025-01-04 02:00:00
76,buffalo,30.571273780089175,68.0333677099465,44.44713897398964,60.08738204871129,36.71157673405353,24.540451491310694,90.15176393443556,39.03897812272363,15,12.524787245594913,1,0.40608030824593955,West,2025-01-04 03:00:00
77,poultry,30.86028720857072,34.31440303898674,54.279626265526346,61.37220325534725,77.85771869332669,26.04219994568044,73.74825079705137,38.707919888091546,113,13.78460468284731,0,0.5813492831464105,South,2025-01-04 04:00:00
78,poultry,27.689044915003446,84.54033533014218,67.2307471764625,69.82148765358657,32.56464921874532,16.12987174818697,95.71171302533111,38.58412307570275,263,19.17864789575946,1,0.4978628141665532,East,2025-01-04 05:00:00
79,goat,33.621766799352514,87.46599949057335,66.39256516741753,60.397802423594506,47.50167569934188,16.619744558557066,57.59320563512617,38.599638444041105,278,12.952400598924058,7,0.0020473108536820384,North,2025-01-04 06:00:00
80,poultry,26.329613845100297,34.66274510350353,30.772282279376636,77.620184365819,38.84636426109965,23.563310160635034,69.77869813774252,39.262051688608054,72,14.717581162760375,1,0.3513323747985915,East,2025-01-04 07:00:00
81,goat,30.823029629468003,61.94161409167889,55.77072183835139,59.30211543450801,34.25392295096077,20.759237748207852,59.52721448753081,38.634207817897334,223,16.643187948735562,2,0.01121715632969944,East,2025-01-04 08:00:00
82,poultry,22.901678306539424,48.20185693285023,48.21976709936162,73.39456311617701,2.1851377207778744,16.569692367281604,62.90577546108166,38.428349398064704,33,12.648566326635937,0,0.6833665346581084,East,2025-01-04 09:00:00
83,cow,27.88223924562881,53.57034458888414,51.55155342865356,68.49740846819866,36.00209378545035,18.239097759402064,66.71794294340702,39.17945386599334,244,8.137692435058428,2,0.8534958051885306,West,2025-01-04 10:00:00
84,poultry,27.12822871048582,40.77907307732051,46.01716966457452,73.22388947165058,88.94899903995301,19.647402236362904,78.1530962677059,39.248498034140965,237,7.324568650790956,1,0.38471446170986057,North,2025-01-04 11:00:00
85,goat,29.12653961020471,64.68432612074474,51.17588629887202,63.10387907405441,69.03933385936837,12.175727875222698,77.66826171080388,39.19275414856551,17,18.996262493993527,1,0.5248020375681086,South,2025-01-04 12:00:00
86,goat,26.152365355833208,87.47876119493344,51.51407396072019,64.9136755820976,14.542285909543985,23.828215532413477,68.20709680372394,38.351748101978025,364,16.36041552920247,1,0.06583734717925893,North,2025-01-04 13:00:00
87,buffalo,27.34263702164166,60.18435601629655,44.210482426510765,71.44013901995575,59.115500462273914,17.606539055304044,52.722004426634186,37.897914063529484,43,14.016988283757513,1,0.38519740881353226,South,2025-01-04 14:00:00
88,cow,32.13023585720753,34.97487488366887,41.03632452174819,73.03111759241969,89.22308599488716,6.0814188810095064,89.77692873032153,39.093353750285246,142,13.97350805920816,2,0.13886040643129138,West,2025-01-04 15:00:00
89,poultry,25.81617881380891,67.2000800086445,45.51304317380516,69.93697126913266,70.00340409648554,19.880645158452737,72.14235283963644,37.68096733415775,14,12.449310173585062,2,0.06470183894833503,West,2025-01-04 16:00:00
90,buffalo,19.967114496306603,50.41337966707542,52.34259264456765,95.58043534769627,14.868439235669673,16.29214370553246,63.83709829698861,42.247288267513525,92,15.48395422182287,6,0.17203314750087895,West,2025-01-04 17:00:00
91,poultry,36.7479195210271,81.35551137547787,55.98996341684264,55.13894621888073,86.78324967344967,28.44411096151338,77.74930781070087,38.51679972711674,278,17.169061641778416,0,0.8708439435650761,West,2025-01-04 18:00:00
92,poultry,34.907270393452436,56.080688898988214,58.53348977340147,69.0369430757093,30.154401328886536,17.07277489540016,77.04445170523174,37.86346944658025,214,12.313990583614391,0,0.9822044033289491,South,2025-01-04 19:00:00
93,buffalo,21.538686524471906,41.57037653653474,45.05809976933087,46.39556466824523,45.40761443123418,14.511783182106946,71.77323535000035,37.76087886750604,248,15.775168547183721,1,0.8792141327696013,East,2025-01-04 20:00:00
94,buffalo,31.448539026225973,41.466337361468696,52.838445673027366,75.5812221800108,52.61427596891464,22.53966334981008,76.48531015641505,37.73343710556637,70,12.409493899586604,0,0.9696704716857255,South,2025-01-04 21:00:00
95,buffalo,25.485126147243285,76.12585084326963,59.62502591953299,53.27130195434779,85.05066043781953,16.697763159962083,63.44970159591982,38.58421774403251,108,14.725712209362982,0,0.7308068014854624,North,2025-01-04 22:00:00
96,buffalo,29.317436076655298,45.935255898441596,61.65594895144128,65.82534616185136,93.16074951476611,16.10271899373884,82.59912843176484,38.496164607964126,287,13.316577252682192,0,0.15970549981864668,West,2025-01-04 23:00:00
97,buffalo,29.47112064506747,76.03400364955337,49.41167145868478,64.41903512003012,92.9652877790556,22.54750691412203,65.03132905243129,37.758446695894484,159,17.727573734604285,0,0.5631704530779338,West,2025-01-05 00:00:00
98,poultry,26.82796099841839,42.353238645995965,47.79068275060387,74.21336689901757,0.795418127854064,14.797663460552169,68.94430344696568,38.28612652806646,288,15.02281826148907,0,0.7315960696337237,North,2025-01-05 01:00:00
99,buffalo,24.081171672068017,49.301182122078565,51.91124233836392,61.7081362368223,92.18884855854571,12.713631709002735,81.48801816151575,37.67923876834519,170,11.546447171329689,1,0.5134627941487978,South,2025-01-05 02:00:00
100,cow,24.547294738418703,57.92921834638196,38.502925271025944,61.07041453459026,5.438696600157233,28.629990010471687,87.03958965010234,38.8535810835665,12,14.751605812222747,0,0.5546672341022332,East,2025-01-05 03:00:00
101,goat,23.41904042259379,86.59175098160705,48.06390488964492,91.53784696128847,26.577365681743537,22.897493688003223,90.85774568046338,38.467244040332375,219,17.961391561573254,2,0.5861900950145124,East,2025-01-05 04:00:00
102,buffalo,23.840888958847778,85.90388548522948,57.4458639847313,74.2685018571179,51.49878547278329,18.678953575028174,85.55798238466572,38.27295849644953,184,11.376277287345967,0,0.46684643937945036,North,2025-01-05 05:00:00
103,buffalo,27.664108549753223,42.41231252533727,56.41947129443701,61.58423721966598,47.9925689004394,19.98261395149032,71.75927816198218,37.727133561959484,322,14.174851102481478,0,0.29058846643238745,East,2025-01-05 06:00:00
104,poultry,24.421200054446242,51.49314247458437,47.29732395636111,66.23749492283153,60.470979388739195,22.52932179058078,59.58966930899537,38.31990663986634,208,13.806883196482389,1,0.6370251388046281,South,2025-01-05 07:00:00
105,buffalo,31.410260328563098,38.96396330722634,52.17718201087167,94.68032428406117,47.94462287370058,24.8666872480671,89.05055585602894,38.251163271192205,287,15.629723597752044,2,0.05350839589417322,South,2025-01-05 08:00:00
106,buffalo,35.436230776679636,60.59910475880983,41.753496597093125,66.47252682623355,93.43756796404207,16.22012354342494,88.70695988904976,38.690636020725755,328,14.362707597819867,3,0.170927246698232,North,2025-01-05 09:00:00
107,buffalo,25.099733793149785,57.63495304167999,57.03492148225025,59.66085065271419,24.0548848214587,21.83073262982841,68.28023846646505,38.60021078687018,360,16.098605139182403,1,0.9252615379869654,South,2025-01-05 10:00:00
108,poultry,29.197022502676884,84.04560974704395,49.22178563863527,59.725057748104106,27.402469403848585,17.466479118948808,84.2118903782456,38.97523606124761,105,12.851062549354108,1,0.48881625248881033,West,2025-01-05 11:00:00
109,buffalo,30.498425551514668,85.80032266746436,47.24048548303862,61.76310278515634,92.07379356930562,19.055093777436877,71.67822206069262,38.209254073896965,211,14.48084492137463,3,0.8216838113619207,North,2025-01-05 12:00:00
110,goat,30.360011354596374,53.01404346043753,46.38276163906613,61.08253416359916,7.673951374525623,20.803464337324524,90.01276883511728,37.38375309868211,324,14.38322257026253,1,0.7265406916868662,South,2025-01-05 13:00:00
111,poultry,28.379776339580438,59.504276581139365,49.37106133100142,50.80528227476135,60.956082190480984,19.966607134736638,69.85135337596218,41.131940385793996,231,20.37128676565727,5,0.32070905398418703,North,2025-01-05 14:00:00
112,goat,31.713412091798613,83.77417494876798,45.52122355068042,53.13699854579533,68.17359520656107,23.677834491512858,94.78651287548503,37.93838049217109,212,15.938526269226307,1,0.8036490630604574,East,2025-01-05 15:00:00
113,poultry,30.411244763403285,78.40246846470369,56.581430360025635,57.56019438457945,50.55417234297395,22.43543279557797,82.86120547598246,37.83584976819085,324,17.533759338971038,0,0.09132244005330847,South,2025-01-05 16:00:00
114,buffalo,21.81168788836351,30.219378680678957,46.04716451983819,78.87356527679647,69.42318788231373,12.459153953139111,92.97544844685987,38.47413007293175,195,20.523880735637565,3,0.8749782543465391,West,2025-01-05 17:00:00
115,goat,32.345780321946364,49.20357385101495,65.92964096027382,64.28144069090689,17.2754646011967,13.210883964672789,70.36202730350121,38.68136230777271,248,15.755216820452844,0,0.6805600013304228,South,2025-01-05 18:00:00
116,poultry,32.43645418633371,55.306454516167555,64.65210503481381,66.8925746635894,85.26322327715398,18.151416576203538,79.05029604444194,38.18149815657119,316,14.31201588843451,0,0.9270723169184654,North,2025-01-05 19:00:00
117,cow,24.183569479107092,43.782977020993904,41.084565101454956,89.05132037882345,14.002568946988559,29.143126312209127,65.30720801655634,38.17678439111912,263,12.038321700617397,1,0.8955104002489052,North,2025-01-05 20:00:00
118,buffalo,28.18968917723801,41.97429695375632,50.697042694292804,89.42510724907628,40.08124443157497,15.742040837491988,83.43989252119196,38.26538420934067,216,11.300798093814162,1,0.3802620355687323,South,2025-01-05 21:00:00
119,poultry,31.416644964055347,32.26707039574078,43.49343378663805,65.76812585293398,7.52576013082058,18.958886451936237,83.99041532837124,39.34992421059589,262,8.525384857939109,1,0.8568325218693683,West,2025-01-05 22:00:00
120,cow,26.953430902103193,68.60218350418563,46.73352436811388,60.53704733974887,54.521107881740015,17.318269865217392,98.97023918201187,38.49839314746512,169,17.65409091118666,4,0.5630160720193349,West,2025-01-05 23:00:00
121,poultry,33.36489023883006,45.75061742898994,70.02427467644797,57.03354529489693,66.97458074256392,17.2297780795596,79.82039797219649,37.91922229632292,155,16.372585496153683,2,0.1571143163666594,West,2025-01-06 00:00:00
122,cow,39.8193624730968,33.140830705878784,46.92428582884201,80.39163654562357,94.12216350952906,20.891198719525278,82.24094202506093,37.92532998585822,69,14.301296864165643,1,0.8295508633912837,North,2025-01-06 01:00:00
123,buffalo,24.070069836825088,43.85875863168382,53.60226037077429,66.92939149716568,73.93361958960008,27.00388638097826,70.29169623496219,38.34946949225058,233,14.225170650411922,2,0.907919758640269,South,2025-01-06 02:00:00
124,goat,21.094776984231125,78.11483717016759,55.413212940082786,64.20257664515815,54.11029164541511,22.279841999402947,80.41379372635238,38.6427147604168,53,11.998761149434667,0,0.0845472076590994,East,2025-01-06 03:00:00
125,cow,29.51909297802438,81.0893508987928,39.9937062751676,57.795031372936705,93.26170171703338,15.982345192864539,71.20108791312417,38.790388097179715,169,16.486758399418402,3,0.9305528441103751,North,2025-01-06 04:00:00
126,poultry,31.607812525630717,58.98397471159816,41.44904525590795,58.45500386482917,47.843683804087654,33.76614755401604,76.15860758842,38.57449516230833,35,13.194142381018526,0,0.6012649096187896,West,2025-01-06 05:00:00
127,buffalo,26.845668130776154,54.96424022452117,37.93977628591881,74.80087287239867,56.12056530988694,20.39286610480563,76.74515661545796,37.994875989449746,321,14.210903234991225,1,0.02589741540221302,South,2025-01-06 06:00:00
128,cow,35.266303316605175,88.6712216101069,41.14029266102223,50.26842601169107,59.60985276700958,17.113895218089432,71.4769512665083,38.24563522026353,258,11.6696816302407,0,0.5417946312703841,West,2025-01-06 07:00:00
129,poultry,21.306971001383758,42.033879575284196,21.49969890682818,84.92303040681908,40.99797258865669,27.060481873387946,75.62945096541993,38.94034472911878,250,12.19346777362497,0,0.7967490342833763,East,2025-01-06 08:00:00
130,poultry,31.464593115158056,42.92155697127651,55.44582400793628,61.99233034277622,83.84826905658241,17.654646910280906,71.24704830286579,37.81234482372814,12,17.794210215544663,0,0.5331814471352201,West,2025-01-06 09:00:00
